iter	RMSE
239	2615.862166
240	2611.418588
241	2610.171658
242	2599.377625
243	2598.47517
244	2594.385361
245	2589.822565
246	2586.268061
247	2581.195402
248	2579.333474
249	2576.689861
250	2569.67117
251	2560.389137
252	2559.558053
253	2556.815831
254	2555.170024
255	2554.041541
256	2553.500809
257	2552.953285
258	2550.03222
259	2548.976107
260	2548.250525
261	2544.063913
262	2536.994401
263	2530.013344
264	2524.110701
265	2520.068833
266	2514.005067
267	2505.736236
268	2492.75561
269	2486.233337
270	2485.188855
271	2484.102169
272	2483.246442
273	2483.012954
274	2482.725578
275	2476.584833
276	2473.564137
277	2468.962602
278	2457.756384
279	2457.105029
280	2451.939665
281	2443.68659
282	2440.511903
283	2434.305931
284	2433.394002
285	2431.476809
286	2427.895166
287	2412.092005
288	2411.452317
289	2410.636163
290	2406.91937
291	2399.566676
292	2399.268678
293	2393.408417
294	2387.363519
295	2386.473439
296	2378.963177
297	2370.94486
298	2370.028728
299	2367.933897
300	2360.440002
301	2357.44471
302	2355.284597
303	2351.515177
304	2345.286305
305	2342.14624
306	2338.378578
307	2332.243449
308	2329.439836
309	2321.81155
310	2320.593049
311	2314.428183
312	2313.615952
313	2306.725087
314	2303.200268
315	2299.719698
316	2298.003549
317	2297.213233
318	2294.766745
319	2284.359266
320	2281.048167
321	2276.541806
322	2269.395008
323	2258.672115
324	2254.300941
325	2247.886671
326	2247.162943
327	2238.448159
328	2237.299956
329	2231.847113
330	2226.402367
331	2226.164183
332	2225.420443
333	2221.580203
334	2220.876632
335	2216.201504
336	2215.523437
337	2214.042779
338	2213.368079
339	2213.162752
340	2212.514788
341	2208.986476
342	2205.844389
343	2196.272799
344	2193.137733
345	2190.149126
346	2189.153264
347	2183.6393
348	2181.041592
349	2177.301532
350	2176.72041
351	2173.080714
352	2172.665592
353	2168.029445
354	2164.771707
355	2160.07418
356	2156.537019
357	2155.892171
358	2155.481919
359	2150.224901
360	2149.642592
361	2143.293284
362	2139.707277
363	2137.289903
364	2137.025995
365	2134.143306
366	2133.960316
367	2128.434564
368	2125.049777
369	2119.99775
370	2116.50405
371	2111.065812
372	2108.958187
373	2107.756916
374	2104.200236
375	2098.12204
376	2094.34543
377	2091.084962
378	2088.787457
379	2082.6634
380	2078.878745
381	2074.364848
382	2071.041257
383	2068.97486
384	2062.886664
385	2059.636533
386	2051.129647
387	2050.481699
388	2046.805645
389	2043.327708
390	2039.687608
391	2034.678521
392	2034.374488
393	2033.662727
394	2031.614871
395	2028.274097
396	2017.949306
397	2013.681868
398	2011.26527
399	2008.107424
400	2007.414268
401	2002.418218
402	2001.90164
403	2001.758185
404	1991.696107
405	1988.824802
406	1988.513315
407	1986.789024
408	1986.401291
409	1983.311583
410	1980.595115
411	1977.472477
412	1974.422379
413	1974.291063
414	1971.252453
415	1962.737472
416	1959.743023
417	1959.120594
418	1953.77073
419	1950.727013
420	1950.612184
421	1950.529544
422	1949.875713
423	1945.46322
424	1942.350814
425	1941.835798
426	1939.027563
427	1936.19854
428	1934.003152
429	1932.866941
430	1931.453981
431	1930.325417
432	1929.831517
433	1929.725653
434	1928.592214
435	1927.996115
436	1927.848166
437	1927.746215
438	1924.329769
439	1921.718256
440	1921.201415
441	1920.869415
442	1920.284742
443	1916.817703
444	1916.499378
445	1910.828253
446	1908.133496
447	1905.161185
448	1902.193733
449	1896.717366
450	1896.354037
451	1893.324363
452	1885.692696
453	1878.234662
454	1872.096175
455	1871.490305
456	1871.27032
457	1869.274386
458	1865.06244
459	1861.920373
460	1860.548247
461	1856.905885
462	1853.374806
463	1850.548313
464	1847.733597
465	1845.669923
466	1841.709836
467	1837.828163
468	1837.172199
469	1837.117152
470	1836.151102
471	1835.968929
472	1833.480658
473	1830.880564
474	1830.580363
475	1828.087556
476	1827.619275
477	1826.959674
478	1826.906971
479	1824.476724
480	1821.478637
481	1817.328306
482	1814.707912
483	1808.776538
484	1808.463402
485	1808.25229
486	1807.625161
487	1804.514269
488	1801.243001
489	1798.986408
490	1798.22808
491	1794.696578
492	1791.803953
493	1787.640478
494	1786.902279
495	1784.517802
496	1783.105561
497	1782.409335
498	1780.474065
499	1778.610035
500	1778.537232
501	1776.215666
502	1776.026409
503	1774.367025
504	1772.976306
505	1772.896635
506	1772.339175
507	1771.669707
508	1771.223474
509	1768.746454
510	1766.43277
511	1763.10416
512	1761.065532
513	1760.195319
514	1758.847713
515	1756.600375
516	1754.338817
517	1752.998904
518	1750.25261
519	1748.424392
520	1748.263452
521	1746.025391
522	1744.737108
523	1742.305494
524	1740.306805
525	1737.571184
526	1735.701972
527	1730.203661
528	1727.414207
529	1725.412014
530	1725.364755
531	1725.204439
532	1722.831627
533	1720.620174
534	1716.451798
535	1715.178266
536	1713.181868
537	1713.108321
538	1710.896894
539	1708.353515
540	1705.769662
541	1702.097422
542	1701.77527
543	1700.413006
544	1697.409515
545	1693.741826
546	1692.064011
547	1688.999028
548	1688.850992
549	1685.087848
550	1679.819028
551	1676.237372
552	1674.112283
553	1671.233705
554	1670.98068
555	1668.926858
556	1668.556318
557	1666.492952
558	1666.359841
559	1664.525413
560	1664.47768
561	1663.824101
562	1663.326202
563	1661.57349
564	1659.208802
565	1656.72992
566	1653.842712
567	1651.793836
568	1648.261166
569	1647.582916
570	1644.452004
571	1643.687754
572	1643.465846
573	1642.385674
574	1640.241427
575	1640.112378
576	1636.498014
577	1635.765992
578	1632.036641
579	1629.434387
580	1628.69681
581	1626.293279
582	1624.291742
583	1621.297243
584	1620.699867
585	1618.723731
586	1616.81724
587	1615.28076
588	1614.573738
589	1612.487105
590	1612.123918
591	1611.124562
592	1607.618505
593	1605.711482
594	1602.168361
595	1600.982272
596	1599.372203
597	1599.220485
598	1597.48708
599	1596.462131
600	1595.456464
601	1595.009941
602	1594.956898
603	1592.40901
604	1589.248169
605	1588.960103
606	1588.297903
607	1585.940641
608	1583.063612
609	1580.92401
610	1578.964582
611	1576.203852
612	1575.769306
613	1574.802136
614	1574.590563
615	1571.887584
616	1571.301313
617	1568.896505
618	1565.792267
619	1561.363142
620	1561.308571
621	1560.363513
622	1558.760726
623	1554.811844
624	1554.754558
625	1552.246071
626	1551.93322
627	1551.320916
628	1550.780091
629	1546.927864
630	1544.992513
631	1544.938748
632	1538.205193
633	1536.639598
634	1534.90522
635	1533.620508
636	1531.125665
637	1531.074975
638	1529.186788
639	1528.984691
640	1526.278571
641	1523.780428
642	1523.337439
643	1523.286166
644	1519.280833
645	1515.665048
646	1513.948999
647	1511.312156
648	1510.316136
649	1510.114562
650	1508.535363
651	1506.230375
652	1505.796151
653	1504.531257
654	1503.287398
655	1502.378812
656	1501.478209
657	1500.298682
658	1496.803132
659	1496.596507
660	1493.763217
661	1490.201113
662	1488.421589
663	1485.252524
664	1484.06898
665	1481.96021
666	1479.701027
667	1477.297393
668	1474.806651
669	1473.785168
670	1472.473459
671	1471.938501
672	1471.284931
673	1469.386234
674	1466.788834
675	1465.730377
676	1462.727899
677	1462.533302
678	1461.213083
679	1460.328316
680	1458.363974
681	1456.390823
682	1455.343041
683	1454.548325
684	1453.556999
685	1453.355536
686	1453.149313
687	1452.742891
688	1451.735652
689	1451.404353
690	1451.156606
691	1448.920257
692	1448.491259
693	1446.990168
694	1446.791784
695	1443.826805
696	1442.051784
697	1440.521256
698	1440.181456
699	1438.289658
700	1436.373396
701	1435.616779
702	1434.659796
703	1433.762476
704	1432.601085
705	1432.312404
706	1430.108285
707	1428.872138
708	1427.0277
709	1425.794333
710	1425.636563
711	1423.572783
712	1423.456855
713	1422.749565
714	1419.998533
715	1419.83441
716	1418.483972
717	1417.653797
718	1416.841855
719	1416.68699
720	1415.1101
721	1414.801268
722	1411.766996
723	1411.671858
724	1410.461524
725	1410.306985
726	1407.919419
727	1405.223784
728	1403.701761
729	1400.997626
730	1398.895622
731	1396.599608
732	1396.41617
733	1395.389313
734	1394.396902
735	1392.209384
736	1391.15146
737	1390.343882
738	1388.721955
739	1386.836508
740	1386.465583
741	1381.753964
742	1380.891184
743	1380.68251
744	1378.870273
745	1378.705997
746	1377.944928
747	1377.736938
748	1377.562454
749	1375.919102
750	1372.830656
751	1370.795684
752	1369.511198
753	1368.818564
754	1365.65028
755	1363.643438
756	1361.142764
757	1360.325494
758	1357.880801
759	1357.149183
760	1356.870334
761	1356.763486
762	1353.945849
763	1349.085501
764	1347.205789
765	1346.490297
766	1345.622006
767	1345.448437
768	1344.490612
769	1342.942704
770	1340.794081
771	1335.792082
772	1334.160498
773	1332.317212
774	1328.246649
775	1325.694002
776	1325.034803
777	1323.870624
778	1321.902228
779	1320.710564
780	1319.976419
781	1318.473396
782	1316.407246
783	1314.86986
784	1314.222444
785	1314.129413
786	1312.655023
787	1310.216933
788	1310.052386
789	1308.5816
790	1308.414125
791	1305.749481
792	1305.624799
793	1300.860472
794	1299.355977
795	1297.2038
796	1294.875932
797	1294.289834
798	1291.778172
799	1291.453264
800	1289.96575
801	1288.164321
802	1286.44777
803	1285.060425
804	1283.918851
805	1283.819147
806	1280.971604
807	1280.171227
808	1278.867785
809	1276.74654
810	1276.526347
811	1275.38807
812	1274.774496
813	1274.57147
814	1272.327298
815	1270.524195
816	1267.090707
817	1266.418638
818	1264.34091
819	1264.275824
820	1261.774097
821	1259.658746
822	1257.697603
823	1255.681966
824	1254.848158
825	1254.529911
826	1254.370958
827	1251.682392
828	1249.341535
829	1247.704663
830	1247.163069
831	1244.971861
832	1241.92778
833	1239.524072
834	1237.880794
835	1237.712235
836	1236.719717
837	1234.632751
838	1234.551234
839	1232.419914
840	1230.557445
841	1229.322681
842	1227.892061
843	1226.847031
844	1223.651928
845	1222.397006
846	1222.252498
847	1221.109969
848	1220.189711
849	1219.107975
850	1218.511828
851	1217.450953
852	1213.362741
853	1212.63031
854	1212.542681
855	1212.388941
856	1211.328279
857	1210.558664
858	1209.366414
859	1206.298782
860	1203.659673
861	1202.725852
862	1202.657838
863	1201.717131
864	1201.11143
865	1200.075345
866	1196.995545
867	1196.8557
868	1196.726654
869	1193.947727
870	1191.227447
871	1189.982774
872	1188.766774
873	1186.938764
874	1186.000997
875	1184.856963
876	1184.028844
877	1180.838166
878	1180.697292
879	1179.695146
880	1177.537171
881	1177.324847
882	1177.187749
883	1175.727664
884	1173.99658
885	1172.374722
886	1172.086979
887	1170.56674
888	1169.518178
889	1168.882695
890	1168.266783
891	1167.651973
892	1166.784187
893	1165.136405
894	1164.545419
895	1162.50411
896	1160.008529
897	1159.148586
898	1157.48369
899	1155.114881
900	1153.540979
901	1151.752989
902	1151.129763
903	1150.537353
904	1149.24968
905	1147.514375
906	1146.396223
907	1145.089465
908	1143.374668
909	1142.924956
910	1141.778187
911	1141.051297
912	1139.975548
913	1139.497418
914	1138.051528
915	1136.959229
916	1135.470516
917	1135.332206
918	1135.030347
919	1133.536009
920	1131.007968
921	1130.228901
922	1130.108409
923	1129.487951
924	1126.580393
925	1126.216799
926	1125.773154
927	1124.314064
928	1122.678904
929	1120.648913
930	1118.588089
931	1117.296493
932	1115.555993
933	1113.79524
934	1113.052768
935	1110.857938
936	1110.75851
937	1109.348992
938	1107.825281
939	1107.305069
940	1106.650561
941	1104.978145
942	1103.696073
943	1101.664322
944	1100.63176
945	1098.474753
946	1097.890222
947	1095.311593
948	1094.04113
949	1092.441234
950	1091.983998
951	1090.812451
952	1090.694147
953	1088.561918
954	1086.433235
955	1085.015957
956	1084.585954
957	1084.05539
958	1082.494175
959	1081.800018
960	1080.820179
961	1079.129363
962	1077.147641
963	1076.314303
964	1072.541727
965	1072.42934
966	1071.661469
967	1071.533643
968	1069.978549
969	1068.380181
970	1068.255141
971	1067.715462
972	1066.509335
973	1064.996493
974	1063.446829
975	1062.376151
976	1061.313256
977	1061.238451
978	1059.989033
979	1057.955545
980	1057.253324
981	1057.001967
982	1054.09063
983	1051.951372
984	1051.24784
985	1050.821646
986	1050.472808
987	1050.019982
988	1048.461926
989	1048.35369
990	1046.895285
991	1046.543017
992	1043.080729
993	1041.005185
994	1040.262844
995	1039.546366
996	1037.09837
997	1035.883187
998	1035.816833
999	1033.867519
